"date","weekday","hour","time_start","time_end","duration_minutes","temp","fall","wind","bad_weather_flag","basic","factor","tip","total","type","target","tar_sym","is_weekend"
2025-12-02,"Tuesday",9,09:04:00,09:46:00,42,1,0,1,FALSE,18.05,1.69,0,18.05,"breakfast","Stare Miasto","I",FALSE
2025-12-02,"Tuesday",9,09:46:00,10:19:00,33,1,0,1.8,FALSE,12.19,1.69,0,12.19,"breakfast","Podgórze","XIII",FALSE
2025-12-02,"Tuesday",10,10:20:00,11:04:00,44,1.5,0,0.9,FALSE,14.34,1.52,0,14.34,"coffee","Krowodrza","V",FALSE
2025-12-02,"Tuesday",11,11:50:00,12:17:00,27,2,0,1.7,FALSE,11.55,1.67,2.25,13.8,"vietnamese","Prądnik Biały","IV",FALSE
2025-12-02,"Tuesday",12,12:17:00,13:02:00,45,2.5,0,1.2,FALSE,17.53,1.97,0,17.53,"groceries","Bronowice","VI",FALSE
2025-12-02,"Tuesday",13,13:02:00,13:43:00,41,2.5,0,1.5,FALSE,17.63,2.2,0,17.63,"liquors","Zwierzyniec","VII",FALSE
2025-12-02,"Tuesday",17,17:06:00,17:52:00,46,2.5,0,0.6,FALSE,14.69,2.2,0,14.69,"pizza","Stare Miasto","I",FALSE
2025-12-02,"Tuesday",17,17:52:00,18:22:00,30,2,0,0.8,FALSE,18.8,2.2,0,18.8,"fast food","Grzegórzki","II",FALSE
2025-12-02,"Tuesday",18,18:43:00,19:39:00,56,1.6,0,0.9,FALSE,22.37,2.2,0,22.37,"burgers","Prądnik Czerwony","III",FALSE
2025-12-02,"Tuesday",18,18:56:00,19:45:00,49,1.6,0,0.8,FALSE,11.91,2.2,3.98,15.89,"tea","Prądnik Czerwony","III",FALSE
2025-12-04,"Thursday",9,09:01:00,09:31:00,30,0,0,1.2,FALSE,9.5,1.41,0,9.5,"groceries","Prądnik Czerwony","III",FALSE
2025-12-04,"Thursday",9,09:31:00,09:51:00,20,1,0,0.7,FALSE,8.84,1.41,0,8.84,"groceries","Prądnik Czerwony","III",FALSE
2025-12-04,"Thursday",9,09:51:00,10:09:00,18,1.8,0,0.8,FALSE,10.27,1.41,0,10.27,"fast food","Prądnik Czerwony","III",FALSE
2025-12-04,"Thursday",10,10:55:00,11:18:00,23,2.9,0,1.3,FALSE,10.14,1.41,0,10.14,"flowers","Prądnik Czerwony","III",FALSE
2025-12-04,"Thursday",11,11:27:00,11:57:00,30,4,0,1.4,FALSE,11.96,1.56,0,11.96,"italian","Prądnik Biały","IV",FALSE
2025-12-04,"Thursday",11,11:57:00,12:18:00,21,4.8,0,0.3,FALSE,8.44,1.56,0,8.44,"groceries","Prądnik Czerwony","III",FALSE
2025-12-04,"Thursday",12,12:19:00,13:01:00,42,4.9,0,0.4,FALSE,21.06,1.88,3.79,24.85,"kebab","Krowodrza","V",FALSE
2025-12-04,"Thursday",13,13:07:00,13:56:00,49,5.2,0,0.9,FALSE,20.16,2.03,0,20.16,"pizza","Stare Miasto","I",FALSE
2025-12-04,"Thursday",13,13:56:00,14:27:00,31,3.8,0,0.8,FALSE,19.13,2.03,0,19.13,"fast food","Krowodrza","V",FALSE
2025-12-04,"Thursday",17,17:00:00,17:30:00,30,1.6,0,0.5,FALSE,17.21,2.14,0,17.21,"pizza","Stare Miasto","I",FALSE
2025-12-04,"Thursday",17,17:30:00,18:06:00,36,1.3,0,0.3,FALSE,14.37,2.14,0,14.37,"deli","Krowodrza","V",FALSE
2025-12-04,"Thursday",18,18:06:00,18:31:00,25,1.5,0,0.4,FALSE,14.03,2.18,0,14.03,"fast food","Zwierzyniec","VII",FALSE
2025-12-04,"Thursday",18,18:32:00,19:11:00,39,1.6,0,1.2,FALSE,19.93,2.18,0,19.93,"groceries","Zwierzyniec","VII",FALSE
2025-12-05,"Friday",12,12:01:00,12:34:00,33,6.2,0.06,1.9,TRUE,16.55,1.99,0,16.55,"fast food","Stare Miasto","I",FALSE
2025-12-05,"Friday",12,12:35:00,13:09:00,34,6.3,0.06,1.6,TRUE,14.84,1.99,0,14.84,"groceries","Krowodrza","V",FALSE
2025-12-05,"Friday",13,13:58:00,14:22:00,24,6.6,0.06,1,TRUE,16.43,2.2,0,16.43,"bakery","Krowodrza","V",FALSE
2025-12-05,"Friday",14,14:22:00,14:48:00,26,6.7,0.06,0.3,TRUE,15.41,2.04,0,15.41,"japanese","Stare Miasto","I",FALSE
2025-12-05,"Friday",14,14:48:00,15:13:00,25,6.5,0.06,1.4,TRUE,14.71,2.04,0,14.71,"fast food","Stare Miasto","I",FALSE
2025-12-05,"Friday",15,15:13:00,15:39:00,26,6.5,0.06,0.8,TRUE,14.15,1.96,0,14.15,"ukrainian","Stare Miasto","I",FALSE
2025-12-05,"Friday",15,15:40:00,16:08:00,28,6.4,0.06,1.1,TRUE,12.61,1.96,0,12.61,"burgers","Stare Miasto","I",FALSE
2025-12-05,"Friday",18,18:01:00,18:28:00,27,5.9,0.08,0.4,TRUE,16.01,2.35,2.45,18.46,"japanese","Stare Miasto","I",FALSE
2025-12-05,"Friday",18,18:28:00,19:03:00,35,5.6,0,0.3,FALSE,19.02,2.35,0,19.02,"fast food","Grzegórzki","II",FALSE
2025-12-07,"Sunday",9,09:08:00,09:36:00,28,4.2,0,0.8,FALSE,12.17,1.53,0,12.17,"pharma","Stare Miasto","I",TRUE
2025-12-07,"Sunday",9,09:48:00,10:05:00,17,4.8,0,0.5,FALSE,9.34,1.53,0,9.34,"fast food","Stare Miasto","I",TRUE
2025-12-07,"Sunday",10,10:05:00,10:38:00,33,5.1,0,0.3,FALSE,13.65,1.48,0,13.65,"french","Prądnik Czerwony","III",TRUE
2025-12-07,"Sunday",10,10:44:00,10:58:00,14,5.4,0,0.9,FALSE,9.59,1.48,0,9.59,"fast food","Prądnik Czerwony","III",TRUE
2025-12-07,"Sunday",15,15:19:00,15:46:00,27,7.3,0.03,0.2,TRUE,18.77,2.2,0,18.77,"animal goods","Grzegórzki","II",TRUE
2025-12-07,"Sunday",15,15:55:00,16:12:00,17,7.4,0.03,0.1,TRUE,11.72,2.2,0,11.72,"burgers","Grzegórzki","II",TRUE
2025-12-07,"Sunday",16,16:13:00,16:44:00,31,7,0.03,0.4,TRUE,16.08,2.2,0,16.08,"fast food","Czyżyny","XIV",TRUE
2025-12-07,"Sunday",16,16:51:00,17:17:00,26,6.6,0.03,0.4,TRUE,13.95,2.2,0,13.95,"fast food","Czyżyny","XIV",TRUE
2025-12-07,"Sunday",17,17:23:00,17:42:00,19,6.4,0.03,0.1,TRUE,11.67,2.2,0,11.67,"groceries","Czyżyny","XIV",TRUE
2025-12-07,"Sunday",18,18:04:00,18:34:00,30,6.2,0.03,0.5,TRUE,18.4,2.2,0,18.4,"fast food","Stare Miasto","I",TRUE
2025-12-07,"Sunday",18,18:34:00,18:54:00,20,5.3,0.03,0.6,TRUE,9.65,2.2,0,9.65,"kebab","Stare Miasto","I",TRUE
2025-12-07,"Sunday",18,18:54:00,19:19:00,25,5,0.03,0.6,TRUE,16,2.2,0,16,"pizza","Krowodrza","V",TRUE
2025-12-08,"Monday",8,08:00:00,08:32:00,32,4.5,0,0.3,FALSE,13.96,1.53,0,13.96,"fast food","Stare Miasto","I",FALSE
2025-12-08,"Monday",8,08:32:00,08:46:00,14,5.3,0,0.3,FALSE,9.11,1.53,2.87,11.98,"fast food","Stare Miasto","I",FALSE
2025-12-08,"Monday",8,08:50:00,09:13:00,23,5.8,0,0.4,FALSE,9.21,1.53,1.17,10.38,"coffee","Stare Miasto","I",FALSE
2025-12-08,"Monday",9,09:15:00,09:37:00,22,5.8,0,0.5,FALSE,10.16,1.69,0,10.16,"coffee","Grzegórzki","II",FALSE
2025-12-08,"Monday",10,10:05:00,10:37:00,32,6.7,0,0.3,FALSE,14.84,1.67,0,14.84,"fast food","Prądnik Czerwony","III",FALSE
2025-12-08,"Monday",10,10:55:00,11:12:00,17,7.7,0,0.9,FALSE,8.81,1.67,0,8.81,"kebab","Prądnik Biały","IV",FALSE
2025-12-08,"Monday",15,15:12:00,15:39:00,27,9.2,0,0.5,FALSE,13.01,2,0,13.01,"fast food","Prądnik Biały","IV",FALSE
2025-12-08,"Monday",15,15:39:00,16:17:00,38,9.4,0,0.9,FALSE,16.48,2,0,16.48,"fast food","Prądnik Biały","IV",FALSE
2025-12-08,"Monday",16,16:18:00,16:41:00,23,9.3,0,2.5,FALSE,11.39,2.19,0,11.39,"liquors","Prądnik Biały","IV",FALSE
2025-12-08,"Monday",16,16:47:00,17:19:00,32,8.5,0,1.3,FALSE,26.77,2.19,0,26.77,"fast food","Prądnik Czerwony","III",FALSE
2025-12-08,"Monday",17,17:34:00,17:59:00,25,8,0,1,FALSE,11.31,2.2,0,11.31,"fast food","Grzegórzki","II",FALSE
2025-12-08,"Monday",20,20:00:00,20:33:00,33,6.6,0,0.6,FALSE,18.66,2.2,0,18.66,"fast food","Prądnik Biały","IV",FALSE
2025-12-08,"Monday",20,20:33:00,20:52:00,19,6.5,0,0.8,FALSE,11.79,2.13,2.1,13.89,"kebab","Prądnik Czerwony","III",FALSE
2025-12-08,"Monday",20,20:53:00,21:16:00,23,6.3,0,0.9,FALSE,14.83,2.13,0,14.83,"groceries","Bronowice","VI",FALSE
2025-12-10,"Wednesday",7,07:00:00,07:36:00,36,5.6,0,0.4,FALSE,12.74,2.13,0,12.74,"fast food","Krowodrza","V",FALSE
2025-12-10,"Wednesday",7,07:36:00,07:56:00,20,6.2,0,0.6,FALSE,9.81,1.41,0,9.81,"fast food","Stare Miasto","I",FALSE
2025-12-10,"Wednesday",7,07:56:00,08:15:00,19,6.2,0,0.7,FALSE,9.89,1.41,0,9.89,"coffee","Stare Miasto","I",FALSE
2025-12-10,"Wednesday",8,08:15:00,08:43:00,28,7,0,0.6,FALSE,9.82,1.41,1.73,11.55,"coffee","Krowodrza","V",FALSE
2025-12-10,"Wednesday",8,08:34:00,09:05:00,31,7.9,0,0.2,FALSE,14.74,1.53,0,14.74,"breakfast","Stare Miasto","I",FALSE
2025-12-10,"Wednesday",9,09:05:00,09:26:00,21,8.6,0,0.6,FALSE,9.6,1.41,0,9.6,"breakfast","Dębniki","VIII",FALSE
2025-12-10,"Wednesday",9,09:27:00,09:47:00,20,9.3,0,1,FALSE,11.06,1.41,0,11.06,"breakfast","Dębniki","VIII",FALSE
2025-12-10,"Wednesday",9,09:47:00,10:13:00,26,9.7,0,1.3,FALSE,9.68,1.41,0,9.68,"breakfast","Stare Miasto","I",FALSE
2025-12-10,"Wednesday",15,15:41:00,16:04:00,23,10.5,0,0.9,FALSE,11.38,1.95,0,11.38,"french","Dębniki","VIII",FALSE
2025-12-10,"Wednesday",15,15:48:00,16:36:00,48,10.1,0,0.6,FALSE,17.98,1.95,0,17.98,"japanese","Stare Miasto","I",FALSE
2025-12-10,"Wednesday",16,16:43:00,17:05:00,22,8.5,0,0.4,FALSE,14.09,1.98,0,14.09,"fast food","Prądnik Czerwony","III",FALSE
2025-12-10,"Wednesday",17,17:05:00,17:23:00,18,8.2,0,0.2,FALSE,13.33,2.03,0,13.33,"fast food","Prądnik Czerwony","III",FALSE
2025-12-10,"Wednesday",17,17:23:00,17:45:00,22,8,0,0.5,FALSE,13.36,2.03,0,13.36,"fast food","Czyżyny","XIV",FALSE
2025-12-10,"Wednesday",17,17:49:00,18:06:00,17,7.3,0,0.5,FALSE,11.28,2.03,0,11.28,"kebab","Czyżyny","XIV",FALSE
2025-12-11,"Thursday",8,08:01:00,08:35:00,34,6.7,0.06,0.5,TRUE,11.02,1.56,0,11.02,"fast food","Mistrzejowice","XV",FALSE
2025-12-11,"Thursday",8,08:40:00,09:05:00,25,6.9,0.06,1.4,TRUE,11.72,1.56,0,11.72,"groceries","Mistrzejowice","XV",FALSE
2025-12-11,"Thursday",9,09:06:00,09:32:00,26,7.1,0.06,1.7,TRUE,11.58,1.56,0,11.58,"groceries","Mistrzejowice","XV",FALSE
2025-12-11,"Thursday",9,09:32:00,09:55:00,23,7.3,0.06,2.8,TRUE,9.18,1.56,0,9.18,"liquors","Mistrzejowice","XV",FALSE
2025-12-11,"Thursday",9,09:55:00,10:18:00,23,7.5,0.06,1.9,TRUE,10.94,1.56,0,10.94,"groceries","Czyżyny","XIV",FALSE
2025-12-11,"Thursday",10,10:19:00,10:40:00,21,7.5,0.06,1.9,TRUE,7.84,1.56,8,15.84,"pick-up","Czyżyny","XIV",FALSE
2025-12-11,"Thursday",10,10:40:00,11:28:00,48,7.7,0.06,1.9,TRUE,17.13,1.56,0,17.13,"groceries","Prądnik Czerwony","III",FALSE
2025-12-11,"Thursday",15,15:00:00,15:24:00,24,7.9,0.06,2,TRUE,11.09,2,0,11.09,"pizza","Grzegórzki","II",FALSE
2025-12-11,"Thursday",15,15:24:00,15:52:00,28,7.8,0.06,2.7,TRUE,13.25,2,2.69,15.94,"fast food","Prądnik Czerwony","III",FALSE
2025-12-11,"Thursday",15,15:52:00,16:31:00,39,7.6,0.06,2.2,TRUE,17.42,2,0,17.42,"kebab","Grzegórzki","II",FALSE
2025-12-11,"Thursday",16,16:31:00,16:44:00,13,7.2,0.06,1.7,TRUE,9.89,2.02,0,9.89,"groceries","Czyżyny","XIV",FALSE
2025-12-11,"Thursday",16,16:44:00,16:58:00,14,7.2,0.06,1.3,TRUE,9.36,2.02,0,9.36,"groceries","Czyżyny","XIV",FALSE
2025-12-11,"Thursday",16,16:58:00,17:21:00,23,7.2,0.06,1,TRUE,11.15,2.02,0,11.15,"groceries","Grzegórzki","II",FALSE
2025-12-11,"Thursday",16,16:58:00,17:31:00,33,7.2,0.06,1,TRUE,11.16,2.02,0,11.16,"groceries","Prądnik Czerwony","III",FALSE
2025-12-11,"Thursday",17,17:31:00,17:57:00,26,6.9,0.06,0.2,TRUE,12.97,2.14,0,12.97,"fast food","Prądnik Czerwony","III",FALSE
2025-12-12,"Friday",7,07:00:00,07:49:00,49,5.2,0,0.9,FALSE,13.09,1.41,0,13.09,"coffee","Stare Miasto","I",FALSE
2025-12-12,"Friday",7,07:49:00,08:12:00,23,6.3,0,2.2,FALSE,9.76,1.41,0,9.76,"fast food","Stare Miasto","I",FALSE
2025-12-12,"Friday",8,08:12:00,08:45:00,33,6.4,0,1.7,FALSE,15.27,1.43,0,15.27,"fast food","Prądnik Biały","IV",FALSE
2025-12-12,"Friday",8,08:45:00,09:09:00,24,6.8,0,3.7,FALSE,11.98,1.43,0,11.98,"liquors","Stare Miasto","I",FALSE
2025-12-12,"Friday",9,09:09:00,09:58:00,49,7.2,0,2.7,FALSE,12.37,1.42,0,12.37,"salads","Prądnik Biały","IV",FALSE
2025-12-12,"Friday",16,16:00:00,16:43:00,43,5.1,0,1.6,FALSE,18.13,2,0,18.13,"pizza","Stare Miasto","I",FALSE
2025-12-12,"Friday",16,16:56:00,17:36:00,40,5,0,2.1,FALSE,12.57,2,0,12.57,"fast food","Prądnik Czerwony","III",FALSE
2025-12-12,"Friday",16,16:43:00,17:21:00,38,5,0,1.5,FALSE,12.58,2,0,12.58,"fast food","Grzegórzki","II",FALSE
2025-12-12,"Friday",17,17:37:00,18:06:00,29,5.1,0,1.8,FALSE,18.85,2.18,0,18.85,"chinese","Krowodrza","V",FALSE
2025-12-12,"Friday",18,18:06:00,18:30:00,24,4.7,0,1,FALSE,13.15,2.2,2.55,15.7,"japanese","Prądnik Biały","IV",FALSE
2025-12-12,"Friday",18,18:30:00,18:58:00,28,4.4,0,1.4,FALSE,14.41,2.2,0,14.41,"kebab","Prądnik Czerwony","III",FALSE
2025-12-13,"Saturday",8,08:12:00,08:50:00,38,1,0,0.4,FALSE,13.03,1.41,0,13.03,"fast food","Stare Miasto","I",TRUE
2025-12-13,"Saturday",9,09:27:00,10:00:00,33,1.8,0,1.1,FALSE,7.54,1.48,0,7.54,"groceries","Stare Miasto","I",TRUE
2025-12-13,"Saturday",10,10:06:00,10:30:00,24,2.2,0,1,FALSE,8.75,1.45,0,8.75,"liquors","Stare Miasto","I",TRUE
2025-12-13,"Saturday",10,10:31:00,10:56:00,25,2.9,0,1.2,FALSE,10.94,1.45,0,10.94,"fast food","Stare Miasto","I",TRUE
2025-12-14,"Sunday",9,09:43:00,10:39:00,56,4,0,2.1,FALSE,15.6,1.53,14.68,30.28,"animal goods","Prądnik Biały","IV",TRUE
2025-12-14,"Sunday",10,10:47:00,11:22:00,35,4.7,0,1.3,FALSE,14.17,1.48,0,14.17,"vietnamese","Stare Miasto","I",TRUE
2025-12-14,"Sunday",11,11:31:00,11:54:00,23,4.9,0,1.4,FALSE,10.47,2.84,0,10.47,"fast food","Stare Miasto","I",TRUE
2025-12-14,"Sunday",11,11:54:00,12:30:00,36,4.8,0,1.7,FALSE,12.61,1.58,0,12.61,"fast food","Prądnik Czerwony","III",TRUE
2025-12-14,"Sunday",15,15:17:00,16:00:00,43,4,0,0.6,FALSE,14.42,2.2,0,14.42,"pharma","Grzegórzki","II",TRUE
2025-12-14,"Sunday",15,15:17:00,16:12:00,55,4,0,0.6,FALSE,14.43,2.2,0,14.43,"pharma","Grzegórzki","II",TRUE
2025-12-14,"Sunday",16,16:50:00,17:04:00,14,3.2,0,0.5,FALSE,13.43,2.2,0,13.43,"fast food","Grzegórzki","II",TRUE
2025-12-14,"Sunday",19,19:28:00,20:00:00,32,2.3,0,1.4,FALSE,16.33,2.2,0,16.33,"kebab","Prądnik Biały","IV",TRUE
2026-02-11,"Wednesday",13,13:08:00,13:45:00,37,9.4,0,0.7,FALSE,18.49,2.61,0,18.49,"fast food","Krowodrza","V",FALSE
2026-02-11,"Wednesday",14,14:11:00,14:41:00,30,9.4,0,0.6,FALSE,15.39,2.29,0,15.39,"fast food","Stare Miasto","I",FALSE
2026-02-11,"Wednesday",14,14:46:00,15:18:00,32,9.2,0,0.7,FALSE,20.9,2.29,0,20.9,"japanese","Grzegórzki","II",FALSE
2026-02-11,"Wednesday",15,15:18:00,15:49:00,31,8.2,0,1.1,FALSE,15.77,2.67,0,15.77,"deli","Stare Miasto","I",FALSE
2026-02-11,"Wednesday",15,15:26:00,15:56:00,30,8,0,1.1,FALSE,16.2,2.67,0,16.2,"deli","Podgórze","XIII",FALSE
2026-02-11,"Wednesday",15,15:56:00,16:12:00,16,7.6,0,0.9,FALSE,10.66,2.67,0,10.66,"polish","Stare Miasto","I",FALSE
2026-02-11,"Wednesday",18,18:17:00,18:46:00,29,6.1,0,0.8,FALSE,17.55,2.69,0,17.55,"fast food","Prądnik Czerwony","III",FALSE
2026-02-11,"Wednesday",19,19:11:00,19:35:00,24,5.6,0.03,0.9,TRUE,13.54,2.65,0.03,13.57,"fast food","Prądnik Czerwony","III",FALSE
2026-02-11,"Wednesday",19,19:48:00,20:16:00,28,5.3,0.03,0.8,TRUE,14.87,2.65,0,14.87,"fast food","Prądnik Biały","IV",FALSE
2026-02-12,"Thursday",7,07:10:00,07:44:00,34,6.7,0.21,1,TRUE,12.82,1.94,0,12.82,"groceries","Stare Miasto","I",FALSE
2026-02-12,"Thursday",7,07:44:00,08:07:00,23,7.8,0.21,1.1,TRUE,9.6,1.94,0,9.6,"fast food","Stare Miasto","I",FALSE
2026-02-12,"Thursday",8,08:16:00,08:51:00,35,9.6,0.21,1.3,TRUE,16.98,2,6.94,23.92,"bakery","Prądnik Biały","IV",FALSE
2026-02-12,"Thursday",8,08:51:00,09:13:00,22,9.9,0.21,3.1,TRUE,11.85,2,0,11.85,"kebab","Prądnik Czerwony","III",FALSE
2026-02-12,"Thursday",9,09:40:00,10:23:00,43,11.3,0.21,1.5,TRUE,10.35,1.83,0,10.35,"polish","Stare Miasto","I",FALSE
2026-02-12,"Thursday",16,16:03:00,16:16:00,13,11.3,0.21,0.2,TRUE,8.62,2.56,0,8.62,"fast food","Stare Miasto","I",FALSE
2026-02-12,"Thursday",16,16:40:00,16:51:00,11,10.9,0.21,0.6,TRUE,10.05,2.56,0,10.05,"pharma","Stare Miasto","I",FALSE
2026-02-13,"Friday",7,07:58:00,08:22:00,24,8.3,0,0.3,FALSE,15.89,2.09,1.8,17.69,"coffee","Stare Miasto","I",FALSE
2026-02-13,"Friday",8,08:53:00,09:09:00,16,8.7,0,0.5,FALSE,9.5,2.13,0,9.5,"fast food","Stare Miasto","I",FALSE
2026-02-13,"Friday",9,09:09:00,09:36:00,27,8.7,0,0.3,FALSE,8.66,1.88,0,8.66,"groceries","Stare Miasto","I",FALSE
2026-02-13,"Friday",9,09:39:00,10:19:00,40,9.2,0,1.1,FALSE,10.73,1.88,0,10.73,"kebab","Prądnik Biały","IV",FALSE
2026-02-13,"Friday",10,10:20:00,11:19:00,59,9.8,0,1.7,FALSE,12.68,1.83,0,12.68,"groceries","Prądnik Biały","IV",FALSE
2026-02-13,"Friday",11,11:24:00,11:44:00,20,10.1,0,1.2,FALSE,9.67,2.21,0,9.67,"groceries","Prądnik Czerwony","III",FALSE
2026-02-13,"Friday",11,11:45:00,12:00:00,15,9.7,0,0.5,FALSE,12.74,2.21,0,12.74,"pharma","Prądnik Czerwony","III",FALSE
2026-02-13,"Friday",12,12:17:00,12:39:00,22,10.5,0,0.8,FALSE,15.66,2.54,0,15.66,"fast food","Stare Miasto","I",FALSE
2026-02-13,"Friday",12,12:48:00,13:03:00,15,11.3,0,0.7,FALSE,9.68,2.54,0,9.68,"polish","Prądnik Czerwony","III",FALSE
2026-02-14,"Saturday",7,07:08:00,07:46:00,38,3.7,0.08,1.1,TRUE,18.82,1.94,0,18.82,"coffee","Dębniki","VIII",TRUE
2026-02-14,"Saturday",7,07:46:00,08:12:00,26,4,0.08,1.2,TRUE,9.65,1.94,0,9.65,"fast food","Dębniki","VIII",TRUE
2026-02-14,"Saturday",8,08:13:00,09:06:00,53,4.1,0.08,1.3,TRUE,22.59,2.59,0,22.59,"flowers","Prądnik Czerwony","III",TRUE
2026-02-14,"Saturday",9,09:32:00,09:54:00,22,4.3,0.08,0.8,TRUE,10.6,2.29,0,10.6,"fast food","Prądnik Czerwony","III",TRUE
2026-02-14,"Saturday",9,09:54:00,10:14:00,20,4.5,0.08,1.5,TRUE,12.5,2.29,0,12.5,"coffee","Czyżyny","XIV",TRUE
2026-02-14,"Saturday",10,10:22:00,10:55:00,33,4.3,0.08,2.6,TRUE,11.95,1.98,0,11.95,"groceries","Prądnik Czerwony","III",TRUE
2026-02-14,"Saturday",10,10:55:00,11:16:00,21,4.4,0.08,1.5,TRUE,11.32,1.98,12.9,24.22,"polish","Grzegórzki","II",TRUE
2026-02-14,"Saturday",15,15:15:00,15:44:00,29,2.6,0.08,1.6,TRUE,15.23,2.73,0,15.23,"groceries","Stare Miasto","I",TRUE
2026-02-14,"Saturday",15,15:45:00,16:11:00,26,2.4,0.11,0.7,TRUE,19.8,2.88,0,19.8,"groceries","Prądnik Czerwony","III",TRUE
2026-02-14,"Saturday",16,16:20:00,16:46:00,26,1.6,0.12,1.5,TRUE,18.32,2.94,0,18.32,"burgers","Stare Miasto","I",TRUE
2026-02-14,"Saturday",16,16:46:00,17:07:00,21,1.3,0.12,4,TRUE,14,2.94,0,14,"indian","Stare Miasto","I",TRUE
2026-02-14,"Saturday",17,17:07:00,17:29:00,22,1.2,0.12,1.2,TRUE,16.94,2.8,2.78,19.72,"japanese","Zwierzyniec","VII",TRUE
2026-02-14,"Saturday",17,17:29:00,17:55:00,26,1,0.12,0.9,TRUE,16.85,2.8,0,16.85,"burgers","Zwierzyniec","VII",TRUE
2026-02-14,"Saturday",17,17:56:00,18:15:00,19,0.7,0.12,3.3,TRUE,16.83,2.8,0,16.83,"korean","Stare Miasto","I",TRUE
2026-02-14,"Saturday",17,17:56:00,19:01:00,65,0.7,0.12,3.3,TRUE,16.83,2.8,0,16.83,"korean","Podgórze","XIII",TRUE
2026-02-15,"Sunday",14,14:01:00,14:43:00,42,-3.4,0,1.7,TRUE,18.83,2.76,0,18.83,"pizza","Stare Miasto","I",TRUE
2026-02-15,"Sunday",14,14:43:00,15:11:00,28,-3.7,0,1.8,TRUE,14.38,2.76,0,14.38,"french","Dębniki","VIII",TRUE
2026-02-15,"Sunday",14,14:51:00,15:23:00,32,-3.9,0,2.2,TRUE,11.86,2.76,0,11.86,"pizza","Podgórze","XIII",TRUE
2026-02-16,"Monday",10,10:04:00,10:42:00,38,-5.4,0,3.1,TRUE,11.25,1.73,0,11.25,"fast food","Stare Miasto","I",FALSE
2026-02-16,"Monday",10,10:42:00,11:06:00,24,-4.9,0,1.9,TRUE,10.87,1.73,0,10.87,"coffee","Stare Miasto","I",FALSE
2026-02-16,"Monday",11,11:06:00,11:27:00,21,-4.9,0,1.1,TRUE,7.75,1.91,0,7.75,"liquors","Grzegórzki","II",FALSE
2026-02-16,"Monday",11,11:06:00,11:45:00,39,-4.9,0,1.1,TRUE,7.76,1.91,0,7.76,"liquors","Grzegórzki","II",FALSE
2026-02-16,"Monday",11,11:45:00,12:13:00,28,-4.6,0,3,TRUE,11.45,1.91,0,11.45,"fast food","Stare Miasto","I",FALSE
2026-02-16,"Monday",15,15:10:00,15:47:00,37,-4.2,0,3.2,TRUE,17.49,2.61,0,17.49,"groceries","Prądnik Biały","IV",FALSE
2026-02-16,"Monday",16,16:12:00,17:03:00,51,-4.5,0,1.3,TRUE,19.49,2.41,0,19.49,"pharma","Prądnik Biały","IV",FALSE
2026-02-16,"Monday",17,17:03:00,17:37:00,34,-4.6,0,3.1,TRUE,9.75,2.72,0,9.75,"fast food","Prądnik Biały","IV",FALSE
2026-02-16,"Monday",17,17:03:00,17:47:00,44,-4.6,0,3.1,TRUE,9.75,2.72,0,9.75,"fast food","Bronowice","VI",FALSE
2026-02-16,"Monday",17,17:47:00,18:01:00,14,-4.3,0,1.3,TRUE,11.45,2.72,0,11.45,"kebab","Krowodrza","V",FALSE
2026-02-17,"Tuesday",8,08:00:00,08:20:00,20,-0.4,0,0.2,TRUE,10.64,1.73,0,10.64,"fast food","Prądnik Biały","IV",FALSE
2026-02-17,"Tuesday",8,08:20:00,08:59:00,39,-0.4,0,0.6,TRUE,12.95,1.73,0,12.95,"groceries","Prądnik Biały","IV",FALSE
2026-02-17,"Tuesday",8,08:59:00,09:21:00,22,0.7,0,0.7,FALSE,8.89,1.73,0,8.89,"fast food","Stare Miasto","I",FALSE
2026-02-17,"Tuesday",9,09:21:00,09:41:00,20,0.8,0,0.6,FALSE,8.17,1.73,4.43,12.6,"breakfast","Stare Miasto","I",FALSE
2026-02-17,"Tuesday",9,09:41:00,10:34:00,53,1,0,0.4,FALSE,17.35,1.73,5.06,22.41,"coffee","Grzegórzki","II",FALSE
2026-02-17,"Tuesday",10,10:34:00,11:16:00,42,1.6,0,1,FALSE,12.04,1.73,0,12.04,"groceries","Prądnik Biały","IV",FALSE
2026-02-17,"Tuesday",11,11:17:00,11:38:00,21,2.1,0,0.6,FALSE,8.87,1.96,0,8.87,"fast food","Prądnik Czerwony","III",FALSE
2026-02-17,"Tuesday",11,11:47:00,12:05:00,18,2.2,0,0.7,FALSE,7.75,1.96,0,7.75,"fast food","Prądnik Czerwony","III",FALSE
2026-02-17,"Tuesday",16,16:01:00,16:37:00,36,2,0,2,FALSE,19.33,2.61,0,19.33,"burgers","Stare Miasto","I",FALSE
2026-02-17,"Tuesday",16,16:47:00,17:17:00,30,1.5,0,0.5,FALSE,14.15,2.61,0,14.15,"chinese","Dębniki","VIII",FALSE
2026-02-17,"Tuesday",17,17:32:00,18:04:00,32,1.1,0,0.6,FALSE,10.79,2.46,0,10.79,"groceries","Dębniki","VIII",FALSE
2026-02-17,"Tuesday",17,17:17:00,17:50:00,33,1.2,0,0.4,FALSE,10.79,2.46,0,10.79,"groceries","Dębniki","VIII",FALSE
